"id","function","main_function","GO_id"
"420","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000467"
"421","generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000468"
"422","cleavages during rRNA processing","biological_process","GO:0000469"
"423","maturation of LSU-rRNA","biological_process","GO:0000470"
"424","endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000471"
"425","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000472"
"426","maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000473"
"427","maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000474"
"428","maturation of 2S rRNA","biological_process","GO:0000475"
"429","maturation of 4.5S rRNA","biological_process","GO:0000476"
"430","generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000477"
"431","endonucleolytic cleavages during rRNA processing","biological_process","GO:0000478"
"432","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000479"
"433","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000480"
"434","maturation of 5S rRNA","biological_process","GO:0000481"
"435","maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","GO:0000482"
"436","endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000483"
"437","cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000484"
"438","cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000485"
"439","cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000486"
"440","maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)","biological_process","GO:0000487"
"441","maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)","biological_process","GO:0000488"
"442","maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)","biological_process","GO:0000489"
"443","small nucleolar ribonucleoprotein complex assembly","biological_process","GO:0000491"
"444","box C/D snoRNP assembly","biological_process","GO:0000492"
"445","box H/ACA snoRNP assembly","biological_process","GO:0000493"
"446","box C/D snoRNA 3'-end processing","biological_process","GO:0000494"
"447","box H/ACA snoRNA 3'-end processing","biological_process","GO:0000495"
"448","base pairing","molecular_function","GO:0000496"
"449","base pairing with DNA","molecular_function","GO:0000497"
"450","base pairing with RNA","molecular_function","GO:0000498"
"451","base pairing with mRNA","molecular_function","GO:0000499"
"452","RNA polymerase I upstream activating factor complex","cellular_component","GO:0000500"
"453","flocculation via cell wall protein-carbohydrate interaction","biological_process","GO:0000501"
"454","proteasome complex","cellular_component","GO:0000502"
"455","proteasome regulatory particle (sensu Bacteria)","cellular_component","GO:0000504"
"456","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex","cellular_component","GO:0000506"
"457","embryonic axis specification","biological_process","GO:0000578"
"458","mismatch base pair DNA N-glycosylase activity","molecular_function","GO:0000700"
"459","purine-specific mismatch base pair DNA N-glycosylase activity","molecular_function","GO:0000701"
"460","oxidized base lesion DNA N-glycosylase activity","molecular_function","GO:0000702"
"461","oxidized pyrimidine base lesion DNA N-glycosylase activity","molecular_function","GO:0000703"
"462","pyrimidine dimer DNA N-glycosylase activity","molecular_function","GO:0000704"
"463","achiasmate meiosis I","biological_process","GO:0000705"
"464","meiotic DNA double-strand break processing","biological_process","GO:0000706"
"465","meiotic DNA recombinase assembly","biological_process","GO:0000707"
"466","meiotic strand invasion","biological_process","GO:0000708"
"467","meiotic joint molecule formation","biological_process","GO:0000709"
"468","meiotic mismatch repair","biological_process","GO:0000710"
"469","meiotic DNA repair synthesis","biological_process","GO:0000711"
"470","resolution of meiotic recombination intermediates","biological_process","GO:0000712"
"471","meiotic heteroduplex formation","biological_process","GO:0000713"
"472","meiotic strand displacement","biological_process","GO:0000714"
"473","nucleotide-excision repair, DNA damage recognition","biological_process","GO:0000715"
"474","transcription-coupled nucleotide-excision repair, DNA damage recognition","biological_process","GO:0000716"
"475","nucleotide-excision repair, DNA duplex unwinding","biological_process","GO:0000717"
"476","nucleotide-excision repair, DNA damage removal","biological_process","GO:0000718"
"477","photoreactive repair","biological_process","GO:0000719"
"478","pyrimidine dimer repair by nucleotide-excision repair","biological_process","GO:0000720"
"479","(R,R)-butanediol dehydrogenase activity","molecular_function","GO:0000721"
"480","telomere maintenance via recombination","biological_process","GO:0000722"
"481","telomere maintenance","biological_process","GO:0000723"
"482","double-strand break repair via homologous recombination","biological_process","GO:0000724"
"483","recombinational repair","biological_process","GO:0000725"
"484","non-recombinational repair","biological_process","GO:0000726"
"485","double-strand break repair via break-induced replication","biological_process","GO:0000727"
"486","gene conversion at mating-type locus, DNA double-strand break formation","biological_process","GO:0000728"
"487","DNA double-strand break processing","biological_process","GO:0000729"
"488","DNA recombinase assembly","biological_process","GO:0000730"
"489","DNA synthesis during DNA repair","biological_process","GO:0000731"
"490","strand displacement","biological_process","GO:0000732"
"491","DNA strand renaturation","biological_process","GO:0000733"
"492","gene conversion at mating-type locus, DNA repair synthesis","biological_process","GO:0000734"
"493","removal of nonhomologous ends","biological_process","GO:0000735"
"494","double-strand break repair via single-strand annealing, removal of nonhomologous ends","biological_process","GO:0000736"
"495","DNA catabolic process, endonucleolytic","biological_process","GO:0000737"
"496","DNA catabolic process, exonucleolytic","biological_process","GO:0000738"
"497","DNA strand annealing activity","molecular_function","GO:0000739"
"498","nuclear membrane fusion","biological_process","GO:0000740"
"499","karyogamy","biological_process","GO:0000741"
"500","karyogamy during conjugation with cellular fusion","biological_process","GO:0000742"
"501","nuclear migration during conjugation with cellular fusion","biological_process","GO:0000743"
"502","karyogamy during conjugation without cellular fusion","biological_process","GO:0000744"
"503","nuclear migration during conjugation without cellular fusion","biological_process","GO:0000745"
"504","conjugation","biological_process","GO:0000746"
"505","conjugation with cellular fusion","biological_process","GO:0000747"
"506","conjugation with mutual genetic exchange","biological_process","GO:0000748"
"507","response to pheromone during conjugation with cellular fusion","biological_process","GO:0000749"
"508","pheromone-dependent signal transduction involved in conjugation with cellular fusion","biological_process","GO:0000750"
"509","cell cycle arrest in response to pheromone","biological_process","GO:0000751"
"510","agglutination involved in conjugation with cellular fusion","biological_process","GO:0000752"
"511","cellular morphogenesis during conjugation with cellular fusion","biological_process","GO:0000753"
"512","adaptation to pheromone during conjugation with cellular fusion","biological_process","GO:0000754"
"513","cytogamy","biological_process","GO:0000755"
"514","response to pheromone during conjugation without cellular fusion","biological_process","GO:0000756"
"515","signal transduction during conjugation without cellular fusion","biological_process","GO:0000757"
"516","agglutination involved in conjugation without cellular fusion","biological_process","GO:0000758"
"517","cellular morphogenesis during conjugation without cellular fusion","biological_process","GO:0000759"
"518","adaptation to pheromone during conjugation without cellular fusion","biological_process","GO:0000760"
"519","conjugant formation","biological_process","GO:0000761"
"520","pheromone-induced unidirectional conjugation","biological_process","GO:0000762"
"521","cellular morphogenesis during unidirectional conjugation","biological_process","GO:0000763"
"522","cellular morphogenesis during pheromone-induced unidirectional conjugation","biological_process","GO:0000764"
"523","response to pheromone during pheromone-induced unidirectional conjugation","biological_process","GO:0000765"
"524","adaptation to pheromone during pheromone-induced unidirectional conjugation","biological_process","GO:0000766"
"525","cell morphogenesis during conjugation","biological_process","GO:0000767"
"526","syncytium formation by plasma membrane fusion","biological_process","GO:0000768"
"527","syncytium formation by mitosis without cell division","biological_process","GO:0000769"
